lead_id,listing_id,agent_id,agent_name,agency,property_type,bedrooms,community,emirate,listing_price,lead_source,lead_status,lead_date,buyer_name
LED0166,LST0018,AGT007,Priya Nair,Hamptons International,Villa,4,Palm Jumeirah,Dubai,2162000.0,PropertyFinder,New,2026-07-01,Buyer_0166
LED0167,LST0212,AGT002,James Mitchell,Espace Real Estate,Villa,2,Al Nahda,Sharjah,6619000.0,Bayut,Contacted,2026-06-15,Buyer_0167
LED0168,LST0078,AGT004,Raj Patel,Driven Properties,Apartment,3,Dubai Marina,Dubai,1409000.0,PropertyFinder,Contacted,2026-02-23,Buyer_0168
LED0169,LST0234,AGT003,Fatima Hassan,Allsopp & Allsopp,Apartment,5,Al Majaz,Sharjah,1231000.0,Direct Call,New,2026-01-25,Buyer_0169
LED0170,LST0248,AGT005,Emma Clarke,Dubizzle Property,Apartment,4,Meydan City,Dubai,1053000.0,Referral,New,2026-07-01,Buyer_0170
LED0171,LST0273,AGT010,Carlos Mendez,Savills,Apartment,5,Saadiyat Island,Abu Dhabi,1630000.0,Walk-in,Converted,2026-06-29,Buyer_0171
LED0172,LST0009,AGT005,Emma Clarke,Dubizzle Property,Villa,0,Dubai Marina,Dubai,6675000.0,Walk-in,Qualified,2026-02-15,Buyer_0172
LED0173,LST0147,AGT001,Sarah Al Mansoori,Betterhomes,Apartment,5,Al Nahda,Sharjah,1405000.0,PropertyFinder,Lost,2026-01-05,Buyer_0173
LED0174,LST0221,AGT004,Raj Patel,Driven Properties,Townhouse,4,Khalifa City,Abu Dhabi,1469000.0,Bayut,New,2026-06-08,Buyer_0174
LED0175,LST0269,AGT010,Carlos Mendez,Savills,Apartment,2,Khalifa City,Abu Dhabi,846000.0,Bayut,Contacted,2026-05-14,Buyer_0175
LED0176,LST0270,AGT006,Mohammed Al Rashid,Provident Estate,Studio,0,Downtown Dubai,Dubai,364000.0,Direct Call,Qualified,2026-04-25,Buyer_0176
LED0177,LST0204,AGT008,Tom Reynolds,Knight Frank,Townhouse,4,Muwailih Commercial,Sharjah,3151000.0,PropertyFinder,Qualified,2026-03-21,Buyer_0177
LED0178,LST0236,AGT002,James Mitchell,Espace Real Estate,Penthouse,3,Saadiyat Island,Abu Dhabi,7201000.0,Walk-in,Contacted,2026-01-05,Buyer_0178
LED0179,LST0116,AGT006,Mohammed Al Rashid,Provident Estate,Studio,0,Al Maryah Island,Abu Dhabi,704000.0,Direct Call,New,2026-01-16,Buyer_0179
LED0180,LST0017,AGT009,Aisha Al Zaabi,CBRE,Villa,3,Saadiyat Island,Abu Dhabi,2318000.0,PropertyFinder,Converted,2026-03-27,Buyer_0180
LED0181,LST0194,AGT004,Raj Patel,Driven Properties,Studio,0,Downtown Dubai,Dubai,857000.0,Walk-in,Converted,2026-06-18,Buyer_0181
LED0182,LST0005,AGT005,Emma Clarke,Dubizzle Property,Townhouse,1,DIFC,Dubai,1816000.0,Bayut,New,2026-02-25,Buyer_0182
LED0183,LST0223,AGT010,Carlos Mendez,Savills,Penthouse,0,Business Bay,Dubai,3073000.0,Direct Call,Lost,2026-06-08,Buyer_0183
LED0184,LST0271,AGT009,Aisha Al Zaabi,CBRE,Studio,0,Muwailih Commercial,Sharjah,319000.0,PropertyFinder,Contacted,2026-05-09,Buyer_0184
LED0185,LST0291,AGT004,Raj Patel,Driven Properties,Penthouse,4,Al Reem Island,Abu Dhabi,5713000.0,Referral,Qualified,2026-06-21,Buyer_0185
LED0186,LST0039,AGT008,Tom Reynolds,Knight Frank,Penthouse,1,DIFC,Dubai,11214000.0,Direct Call,Lost,2026-02-08,Buyer_0186
LED0187,LST0017,AGT009,Aisha Al Zaabi,CBRE,Villa,3,Saadiyat Island,Abu Dhabi,2318000.0,Bayut,Qualified,2026-06-28,Buyer_0187
LED0188,LST0107,AGT003,Fatima Hassan,Allsopp & Allsopp,Penthouse,3,Al Reem Island,Abu Dhabi,4673000.0,Walk-in,Contacted,2026-03-23,Buyer_0188
LED0189,LST0040,AGT007,Priya Nair,Hamptons International,Apartment,2,DIFC,Dubai,1888000.0,Direct Call,Contacted,2026-02-08,Buyer_0189
LED0190,LST0124,AGT002,James Mitchell,Espace Real Estate,Apartment,3,Khalifa City,Abu Dhabi,1227000.0,Walk-in,Converted,2026-01-10,Buyer_0190
LED0191,LST0277,AGT009,Aisha Al Zaabi,CBRE,Penthouse,3,Al Maryah Island,Abu Dhabi,5406000.0,Direct Call,Converted,2026-05-28,Buyer_0191
LED0192,LST0041,AGT008,Tom Reynolds,Knight Frank,Studio,0,Khalifa City,Abu Dhabi,447000.0,Walk-in,Qualified,2026-06-19,Buyer_0192
LED0193,LST0051,AGT006,Mohammed Al Rashid,Provident Estate,Villa,2,Yas Island,Abu Dhabi,2699000.0,Referral,Contacted,2026-06-13,Buyer_0193
LED0194,LST0175,AGT004,Raj Patel,Driven Properties,Townhouse,5,Meydan City,Dubai,1730000.0,Walk-in,Lost,2026-01-31,Buyer_0194
LED0195,LST0204,AGT008,Tom Reynolds,Knight Frank,Townhouse,4,Muwailih Commercial,Sharjah,3151000.0,Direct Call,New,2026-01-21,Buyer_0195
LED0196,LST0140,AGT007,Priya Nair,Hamptons International,Studio,0,Saadiyat Island,Abu Dhabi,903000.0,Referral,Converted,2026-05-05,Buyer_0196
LED0197,LST0183,AGT010,Carlos Mendez,Savills,Townhouse,3,Muwailih Commercial,Sharjah,3893000.0,Walk-in,Converted,2026-03-14,Buyer_0197
LED0198,LST0096,AGT006,Mohammed Al Rashid,Provident Estate,Penthouse,2,Saadiyat Island,Abu Dhabi,10232000.0,Walk-in,Converted,2026-06-11,Buyer_0198
LED0199,LST0152,AGT002,James Mitchell,Espace Real Estate,Villa,2,Muwailih Commercial,Sharjah,6204000.0,Bayut,New,2026-06-11,Buyer_0199
LED0200,LST0138,AGT001,Sarah Al Mansoori,Betterhomes,Studio,0,Muwailih Commercial,Sharjah,1250000.0,Bayut,Converted,2026-01-21,Buyer_0200
LED0201,LST0079,AGT004,Raj Patel,Driven Properties,Studio,0,Khalifa City,Abu Dhabi,982000.0,Referral,Qualified,2026-04-01,Buyer_0201
LED0202,LST0055,AGT009,Aisha Al Zaabi,CBRE,Townhouse,3,Muwailih Commercial,Sharjah,1939000.0,PropertyFinder,New,2026-04-15,Buyer_0202
LED0203,LST0228,AGT002,James Mitchell,Espace Real Estate,Townhouse,3,Khalifa City,Abu Dhabi,1151000.0,Direct Call,Qualified,2026-06-06,Buyer_0203
LED0204,LST0068,AGT007,Priya Nair,Hamptons International,Townhouse,4,Al Reem Island,Abu Dhabi,4446000.0,PropertyFinder,Contacted,2026-03-14,Buyer_0204
LED0205,LST0230,AGT007,Priya Nair,Hamptons International,Studio,0,DIFC,Dubai,798000.0,Walk-in,Lost,2026-02-21,Buyer_0205
LED0206,LST0209,AGT010,Carlos Mendez,Savills,Apartment,4,Emirates Hills,Dubai,1334000.0,PropertyFinder,New,2026-06-10,Buyer_0206
LED0207,LST0182,AGT002,James Mitchell,Espace Real Estate,Studio,0,Jumeirah Village Circle,Dubai,732000.0,Walk-in,New,2026-01-31,Buyer_0207
LED0208,LST0167,AGT007,Priya Nair,Hamptons International,Studio,0,Downtown Dubai,Dubai,889000.0,Referral,New,2026-04-19,Buyer_0208
LED0209,LST0212,AGT002,James Mitchell,Espace Real Estate,Villa,2,Al Nahda,Sharjah,6619000.0,Referral,New,2026-02-09,Buyer_0209
LED0210,LST0125,AGT003,Fatima Hassan,Allsopp & Allsopp,Apartment,1,Muwailih Commercial,Sharjah,1713000.0,Walk-in,Lost,2026-05-20,Buyer_0210
LED0211,LST0195,AGT001,Sarah Al Mansoori,Betterhomes,Studio,0,Saadiyat Island,Abu Dhabi,563000.0,Bayut,Contacted,2026-04-25,Buyer_0211
LED0212,LST0155,AGT007,Priya Nair,Hamptons International,Studio,0,Al Maryah Island,Abu Dhabi,733000.0,Direct Call,Converted,2026-05-26,Buyer_0212
LED0213,LST0033,AGT008,Tom Reynolds,Knight Frank,Studio,0,Meydan City,Dubai,531000.0,Bayut,Converted,2026-04-23,Buyer_0213
LED0214,LST0216,AGT003,Fatima Hassan,Allsopp & Allsopp,Apartment,1,Al Reem Island,Abu Dhabi,1341000.0,Direct Call,Converted,2026-06-13,Buyer_0214
LED0215,LST0185,AGT002,James Mitchell,Espace Real Estate,Villa,5,Al Maryah Island,Abu Dhabi,6496000.0,Direct Call,Contacted,2026-01-23,Buyer_0215
LED0216,LST0254,AGT008,Tom Reynolds,Knight Frank,Villa,4,Al Reem Island,Abu Dhabi,3424000.0,Walk-in,Lost,2026-05-13,Buyer_0216
LED0217,LST0235,AGT010,Carlos Mendez,Savills,Studio,0,Al Nahda,Sharjah,607000.0,PropertyFinder,Contacted,2026-04-16,Buyer_0217
LED0218,LST0004,AGT004,Raj Patel,Driven Properties,Penthouse,3,Emirates Hills,Dubai,8598000.0,Referral,Qualified,2026-01-25,Buyer_0218
LED0219,LST0195,AGT001,Sarah Al Mansoori,Betterhomes,Studio,0,Saadiyat Island,Abu Dhabi,563000.0,Direct Call,Converted,2026-04-08,Buyer_0219
LED0220,LST0221,AGT004,Raj Patel,Driven Properties,Townhouse,4,Khalifa City,Abu Dhabi,1469000.0,Walk-in,Contacted,2026-04-17,Buyer_0220
LED0221,LST0165,AGT005,Emma Clarke,Dubizzle Property,Apartment,2,Arabian Ranches,Dubai,1050000.0,Walk-in,Contacted,2026-03-02,Buyer_0221
LED0222,LST0161,AGT009,Aisha Al Zaabi,CBRE,Townhouse,3,Yas Island,Abu Dhabi,4343000.0,Bayut,Converted,2026-04-12,Buyer_0222
LED0223,LST0150,AGT005,Emma Clarke,Dubizzle Property,Studio,0,Al Nahda,Sharjah,695000.0,Referral,Lost,2026-05-01,Buyer_0223
LED0224,LST0167,AGT007,Priya Nair,Hamptons International,Studio,0,Downtown Dubai,Dubai,889000.0,Referral,Qualified,2026-03-24,Buyer_0224
LED0225,LST0187,AGT004,Raj Patel,Driven Properties,Apartment,4,Yas Island,Abu Dhabi,686000.0,PropertyFinder,Lost,2026-05-12,Buyer_0225
LED0226,LST0280,AGT009,Aisha Al Zaabi,CBRE,Townhouse,2,Khalifa City,Abu Dhabi,3820000.0,Bayut,Lost,2026-06-26,Buyer_0226
LED0227,LST0237,AGT006,Mohammed Al Rashid,Provident Estate,Apartment,4,Al Maryah Island,Abu Dhabi,593000.0,Bayut,Converted,2026-04-19,Buyer_0227
LED0228,LST0036,AGT004,Raj Patel,Driven Properties,Villa,4,Business Bay,Dubai,4357000.0,Referral,Converted,2026-05-28,Buyer_0228
LED0229,LST0156,AGT007,Priya Nair,Hamptons International,Studio,0,Business Bay,Dubai,522000.0,Bayut,Qualified,2026-01-15,Buyer_0229
LED0230,LST0079,AGT004,Raj Patel,Driven Properties,Studio,0,Khalifa City,Abu Dhabi,982000.0,Referral,Converted,2026-06-14,Buyer_0230
LED0231,LST0230,AGT007,Priya Nair,Hamptons International,Studio,0,DIFC,Dubai,798000.0,Walk-in,Converted,2026-02-03,Buyer_0231
LED0232,LST0206,AGT007,Priya Nair,Hamptons International,Penthouse,3,Al Reem Island,Abu Dhabi,9931000.0,Walk-in,Lost,2026-01-06,Buyer_0232
LED0233,LST0215,AGT003,Fatima Hassan,Allsopp & Allsopp,Apartment,2,Al Nahda,Sharjah,1548000.0,Walk-in,New,2026-04-01,Buyer_0233
LED0234,LST0275,AGT003,Fatima Hassan,Allsopp & Allsopp,Penthouse,1,Al Nahda,Sharjah,3599000.0,Walk-in,New,2026-06-05,Buyer_0234
LED0235,LST0128,AGT010,Carlos Mendez,Savills,Studio,0,Al Reem Island,Abu Dhabi,357000.0,Direct Call,Contacted,2026-01-18,Buyer_0235
LED0236,LST0023,AGT004,Raj Patel,Driven Properties,Studio,0,Muwailih Commercial,Sharjah,445000.0,Walk-in,Converted,2026-04-09,Buyer_0236
LED0237,LST0221,AGT004,Raj Patel,Driven Properties,Townhouse,4,Khalifa City,Abu Dhabi,1469000.0,PropertyFinder,New,2026-06-07,Buyer_0237
LED0238,LST0133,AGT004,Raj Patel,Driven Properties,Studio,0,Yas Island,Abu Dhabi,915000.0,Bayut,Lost,2026-02-20,Buyer_0238
LED0239,LST0286,AGT002,James Mitchell,Espace Real Estate,Villa,1,Yas Island,Abu Dhabi,6238000.0,Walk-in,Lost,2026-05-07,Buyer_0239
LED0240,LST0229,AGT006,Mohammed Al Rashid,Provident Estate,Penthouse,0,Meydan City,Dubai,7149000.0,Direct Call,Converted,2026-03-06,Buyer_0240
LED0241,LST0257,AGT004,Raj Patel,Driven Properties,Villa,4,Al Nahda,Sharjah,2589000.0,Bayut,Qualified,2026-06-26,Buyer_0241
LED0242,LST0248,AGT005,Emma Clarke,Dubizzle Property,Apartment,4,Meydan City,Dubai,1053000.0,PropertyFinder,Qualified,2026-03-18,Buyer_0242
LED0243,LST0044,AGT002,James Mitchell,Espace Real Estate,Studio,0,Dubai Marina,Dubai,1109000.0,PropertyFinder,Contacted,2026-04-04,Buyer_0243
LED0244,LST0160,AGT008,Tom Reynolds,Knight Frank,Apartment,2,Saadiyat Island,Abu Dhabi,995000.0,Direct Call,Converted,2026-05-11,Buyer_0244
LED0245,LST0267,AGT008,Tom Reynolds,Knight Frank,Studio,0,DIFC,Dubai,360000.0,Referral,Qualified,2026-03-03,Buyer_0245
LED0246,LST0050,AGT004,Raj Patel,Driven Properties,Studio,0,Downtown Dubai,Dubai,781000.0,Referral,Converted,2026-04-12,Buyer_0246
LED0247,LST0035,AGT002,James Mitchell,Espace Real Estate,Apartment,0,Khalifa City,Abu Dhabi,1092000.0,Direct Call,New,2026-06-03,Buyer_0247
LED0248,LST0012,AGT005,Emma Clarke,Dubizzle Property,Penthouse,5,JBR,Dubai,9538000.0,Direct Call,New,2026-01-10,Buyer_0248
LED0249,LST0085,AGT008,Tom Reynolds,Knight Frank,Studio,0,Al Nahda,Sharjah,895000.0,Bayut,Lost,2026-05-19,Buyer_0249
LED0250,LST0283,AGT008,Tom Reynolds,Knight Frank,Townhouse,0,JBR,Dubai,3566000.0,Bayut,Qualified,2026-02-09,Buyer_0250
LED0251,LST0219,AGT001,Sarah Al Mansoori,Betterhomes,Apartment,1,Muwailih Commercial,Sharjah,719000.0,Referral,Contacted,2026-03-21,Buyer_0251
LED0252,LST0095,AGT008,Tom Reynolds,Knight Frank,Villa,1,Al Nahda,Sharjah,2087000.0,Bayut,Converted,2026-03-23,Buyer_0252
LED0253,LST0015,AGT003,Fatima Hassan,Allsopp & Allsopp,Penthouse,2,Khalifa City,Abu Dhabi,4326000.0,Walk-in,Contacted,2026-03-09,Buyer_0253
LED0254,LST0220,AGT008,Tom Reynolds,Knight Frank,Townhouse,5,Downtown Dubai,Dubai,2530000.0,Referral,New,2026-01-03,Buyer_0254
LED0255,LST0110,AGT008,Tom Reynolds,Knight Frank,Villa,4,Khalifa City,Abu Dhabi,5279000.0,Bayut,Qualified,2026-01-03,Buyer_0255
LED0256,LST0033,AGT008,Tom Reynolds,Knight Frank,Studio,0,Meydan City,Dubai,531000.0,Walk-in,New,2026-02-15,Buyer_0256
LED0257,LST0096,AGT006,Mohammed Al Rashid,Provident Estate,Penthouse,2,Saadiyat Island,Abu Dhabi,10232000.0,Direct Call,Qualified,2026-05-13,Buyer_0257
LED0258,LST0235,AGT010,Carlos Mendez,Savills,Studio,0,Al Nahda,Sharjah,607000.0,PropertyFinder,Qualified,2026-01-12,Buyer_0258
LED0259,LST0251,AGT002,James Mitchell,Espace Real Estate,Townhouse,4,Downtown Dubai,Dubai,3716000.0,Walk-in,Qualified,2026-01-31,Buyer_0259
LED0260,LST0199,AGT009,Aisha Al Zaabi,CBRE,Townhouse,4,Khalifa City,Abu Dhabi,1453000.0,Walk-in,Converted,2026-02-02,Buyer_0260
LED0261,LST0059,AGT007,Priya Nair,Hamptons International,Villa,1,Muwailih Commercial,Sharjah,2038000.0,Direct Call,Qualified,2026-03-07,Buyer_0261
LED0262,LST0089,AGT007,Priya Nair,Hamptons International,Penthouse,4,Business Bay,Dubai,11988000.0,Direct Call,Lost,2026-02-01,Buyer_0262
LED0263,LST0044,AGT002,James Mitchell,Espace Real Estate,Studio,0,Dubai Marina,Dubai,1109000.0,Bayut,Qualified,2026-06-02,Buyer_0263
LED0264,LST0123,AGT008,Tom Reynolds,Knight Frank,Penthouse,2,Khalifa City,Abu Dhabi,4751000.0,Direct Call,New,2026-05-17,Buyer_0264
LED0265,LST0192,AGT002,James Mitchell,Espace Real Estate,Penthouse,5,Downtown Dubai,Dubai,5015000.0,Bayut,Lost,2026-03-25,Buyer_0265
LED0266,LST0215,AGT003,Fatima Hassan,Allsopp & Allsopp,Apartment,2,Al Nahda,Sharjah,1548000.0,Walk-in,Contacted,2026-02-05,Buyer_0266
LED0267,LST0197,AGT004,Raj Patel,Driven Properties,Townhouse,4,Dubai Marina,Dubai,2187000.0,Referral,Contacted,2026-02-28,Buyer_0267
LED0268,LST0276,AGT001,Sarah Al Mansoori,Betterhomes,Villa,1,Jumeirah Village Circle,Dubai,6849000.0,Bayut,Lost,2026-05-21,Buyer_0268
LED0269,LST0251,AGT002,James Mitchell,Espace Real Estate,Townhouse,4,Downtown Dubai,Dubai,3716000.0,Direct Call,Contacted,2026-05-16,Buyer_0269
LED0270,LST0162,AGT001,Sarah Al Mansoori,Betterhomes,Studio,0,Al Nahda,Sharjah,887000.0,Referral,Lost,2026-06-19,Buyer_0270
LED0271,LST0184,AGT001,Sarah Al Mansoori,Betterhomes,Penthouse,4,Business Bay,Dubai,11400000.0,PropertyFinder,Converted,2026-05-29,Buyer_0271
LED0272,LST0100,AGT004,Raj Patel,Driven Properties,Studio,0,Al Majaz,Sharjah,742000.0,Referral,Lost,2026-02-23,Buyer_0272
LED0273,LST0254,AGT008,Tom Reynolds,Knight Frank,Villa,4,Al Reem Island,Abu Dhabi,3424000.0,Referral,Converted,2026-03-18,Buyer_0273
LED0274,LST0228,AGT002,James Mitchell,Espace Real Estate,Townhouse,3,Khalifa City,Abu Dhabi,1151000.0,Referral,Contacted,2026-06-11,Buyer_0274
LED0275,LST0290,AGT009,Aisha Al Zaabi,CBRE,Penthouse,3,Al Majaz,Sharjah,11679000.0,PropertyFinder,Contacted,2026-04-19,Buyer_0275
LED0276,LST0017,AGT009,Aisha Al Zaabi,CBRE,Villa,3,Saadiyat Island,Abu Dhabi,2318000.0,Direct Call,Contacted,2026-02-15,Buyer_0276
LED0277,LST0148,AGT009,Aisha Al Zaabi,CBRE,Townhouse,0,Al Majaz,Sharjah,2969000.0,Bayut,Converted,2026-02-08,Buyer_0277
LED0278,LST0254,AGT008,Tom Reynolds,Knight Frank,Villa,4,Al Reem Island,Abu Dhabi,3424000.0,Walk-in,Lost,2026-06-04,Buyer_0278
LED0279,LST0294,AGT003,Fatima Hassan,Allsopp & Allsopp,Villa,2,Al Reem Island,Abu Dhabi,4700000.0,PropertyFinder,Qualified,2026-02-13,Buyer_0279
LED0280,LST0188,AGT010,Carlos Mendez,Savills,Penthouse,5,Al Maryah Island,Abu Dhabi,9903000.0,Walk-in,New,2026-03-12,Buyer_0280
LED0281,LST0280,AGT009,Aisha Al Zaabi,CBRE,Townhouse,2,Khalifa City,Abu Dhabi,3820000.0,Bayut,Converted,2026-06-06,Buyer_0281
LED0282,LST0127,AGT008,Tom Reynolds,Knight Frank,Penthouse,3,Emirates Hills,Dubai,5825000.0,Direct Call,New,2026-03-09,Buyer_0282
LED0283,LST0135,AGT008,Tom Reynolds,Knight Frank,Apartment,5,Khalifa City,Abu Dhabi,942000.0,Direct Call,New,2026-03-12,Buyer_0283
LED0284,LST0061,AGT004,Raj Patel,Driven Properties,Villa,1,Al Maryah Island,Abu Dhabi,7364000.0,Bayut,Contacted,2026-02-02,Buyer_0284
LED0285,LST0180,AGT002,James Mitchell,Espace Real Estate,Townhouse,3,Al Reem Island,Abu Dhabi,4373000.0,Walk-in,Converted,2026-05-21,Buyer_0285
LED0286,LST0072,AGT007,Priya Nair,Hamptons International,Townhouse,5,Khalifa City,Abu Dhabi,2091000.0,Bayut,Contacted,2026-06-17,Buyer_0286
LED0287,LST0292,AGT002,James Mitchell,Espace Real Estate,Villa,3,Downtown Dubai,Dubai,2784000.0,Direct Call,Lost,2026-04-22,Buyer_0287
LED0288,LST0276,AGT001,Sarah Al Mansoori,Betterhomes,Villa,1,Jumeirah Village Circle,Dubai,6849000.0,Bayut,Qualified,2026-01-03,Buyer_0288
LED0289,LST0150,AGT005,Emma Clarke,Dubizzle Property,Studio,0,Al Nahda,Sharjah,695000.0,Direct Call,Lost,2026-04-25,Buyer_0289
LED0290,LST0264,AGT008,Tom Reynolds,Knight Frank,Penthouse,4,Al Majaz,Sharjah,3050000.0,PropertyFinder,Contacted,2026-03-19,Buyer_0290
LED0291,LST0031,AGT004,Raj Patel,Driven Properties,Apartment,0,Downtown Dubai,Dubai,1856000.0,Direct Call,Contacted,2026-01-04,Buyer_0291
LED0292,LST0068,AGT007,Priya Nair,Hamptons International,Townhouse,4,Al Reem Island,Abu Dhabi,4446000.0,Bayut,Contacted,2026-04-11,Buyer_0292
LED0293,LST0127,AGT008,Tom Reynolds,Knight Frank,Penthouse,3,Emirates Hills,Dubai,5825000.0,Referral,Converted,2026-05-27,Buyer_0293
LED0294,LST0296,AGT003,Fatima Hassan,Allsopp & Allsopp,Studio,0,Khalifa City,Abu Dhabi,881000.0,Direct Call,Converted,2026-03-28,Buyer_0294
LED0295,LST0232,AGT004,Raj Patel,Driven Properties,Studio,0,Emirates Hills,Dubai,1161000.0,PropertyFinder,New,2026-03-21,Buyer_0295
LED0296,LST0264,AGT008,Tom Reynolds,Knight Frank,Penthouse,4,Al Majaz,Sharjah,3050000.0,Direct Call,Qualified,2026-03-08,Buyer_0296
LED0297,LST0250,AGT006,Mohammed Al Rashid,Provident Estate,Villa,3,Saadiyat Island,Abu Dhabi,2894000.0,Direct Call,Lost,2026-07-02,Buyer_0297
LED0298,LST0048,AGT005,Emma Clarke,Dubizzle Property,Villa,3,Arabian Ranches,Dubai,2546000.0,Referral,Qualified,2026-06-16,Buyer_0298
LED0299,LST0274,AGT006,Mohammed Al Rashid,Provident Estate,Studio,0,Arabian Ranches,Dubai,1073000.0,Referral,Contacted,2026-03-15,Buyer_0299
LED0300,LST0109,AGT006,Mohammed Al Rashid,Provident Estate,Townhouse,1,Al Maryah Island,Abu Dhabi,3921000.0,Referral,Qualified,2026-04-11,Buyer_0300
LED0301,LST0146,AGT003,Fatima Hassan,Allsopp & Allsopp,Studio,0,Jumeirah Village Circle,Dubai,1181000.0,Direct Call,Lost,2026-02-05,Buyer_0301
LED0302,LST0067,AGT005,Emma Clarke,Dubizzle Property,Studio,0,Saadiyat Island,Abu Dhabi,336000.0,Walk-in,Converted,2026-04-06,Buyer_0302
LED0303,LST0025,AGT001,Sarah Al Mansoori,Betterhomes,Villa,1,Al Reem Island,Abu Dhabi,6805000.0,PropertyFinder,New,2026-01-23,Buyer_0303
LED0304,LST0236,AGT002,James Mitchell,Espace Real Estate,Penthouse,3,Saadiyat Island,Abu Dhabi,7201000.0,PropertyFinder,New,2026-05-23,Buyer_0304
LED0305,LST0226,AGT002,James Mitchell,Espace Real Estate,Townhouse,3,Muwailih Commercial,Sharjah,4027000.0,Referral,New,2026-03-15,Buyer_0305
LED0306,LST0104,AGT010,Carlos Mendez,Savills,Townhouse,0,Downtown Dubai,Dubai,3803000.0,Bayut,Qualified,2026-05-23,Buyer_0306
LED0307,LST0141,AGT007,Priya Nair,Hamptons International,Townhouse,2,JBR,Dubai,2178000.0,PropertyFinder,Qualified,2026-04-29,Buyer_0307
LED0308,LST0043,AGT008,Tom Reynolds,Knight Frank,Studio,0,Dubai Marina,Dubai,778000.0,Direct Call,Contacted,2026-06-19,Buyer_0308
LED0309,LST0203,AGT009,Aisha Al Zaabi,CBRE,Studio,0,Al Maryah Island,Abu Dhabi,977000.0,Direct Call,Contacted,2026-03-15,Buyer_0309
LED0310,LST0047,AGT009,Aisha Al Zaabi,CBRE,Studio,0,Muwailih Commercial,Sharjah,601000.0,PropertyFinder,New,2026-05-09,Buyer_0310
LED0311,LST0245,AGT002,James Mitchell,Espace Real Estate,Townhouse,2,Muwailih Commercial,Sharjah,1403000.0,PropertyFinder,Contacted,2026-02-01,Buyer_0311
LED0312,LST0116,AGT006,Mohammed Al Rashid,Provident Estate,Studio,0,Al Maryah Island,Abu Dhabi,704000.0,Walk-in,Converted,2026-06-30,Buyer_0312
LED0313,LST0005,AGT005,Emma Clarke,Dubizzle Property,Townhouse,1,DIFC,Dubai,1816000.0,Direct Call,New,2026-03-16,Buyer_0313
LED0314,LST0068,AGT007,Priya Nair,Hamptons International,Townhouse,4,Al Reem Island,Abu Dhabi,4446000.0,Referral,New,2026-05-05,Buyer_0314
LED0315,LST0197,AGT004,Raj Patel,Driven Properties,Townhouse,4,Dubai Marina,Dubai,2187000.0,PropertyFinder,New,2026-06-06,Buyer_0315
LED0316,LST0161,AGT009,Aisha Al Zaabi,CBRE,Townhouse,3,Yas Island,Abu Dhabi,4343000.0,Direct Call,Qualified,2026-05-28,Buyer_0316
LED0317,LST0196,AGT003,Fatima Hassan,Allsopp & Allsopp,Townhouse,0,Emirates Hills,Dubai,3341000.0,Bayut,Contacted,2026-06-15,Buyer_0317
LED0318,LST0272,AGT005,Emma Clarke,Dubizzle Property,Townhouse,5,DIFC,Dubai,1136000.0,Walk-in,New,2026-01-27,Buyer_0318
LED0319,LST0085,AGT008,Tom Reynolds,Knight Frank,Studio,0,Al Nahda,Sharjah,895000.0,Referral,Qualified,2026-05-09,Buyer_0319
LED0320,LST0078,AGT004,Raj Patel,Driven Properties,Apartment,3,Dubai Marina,Dubai,1409000.0,Referral,Lost,2026-01-08,Buyer_0320
LED0321,LST0227,AGT002,James Mitchell,Espace Real Estate,Penthouse,2,Yas Island,Abu Dhabi,8470000.0,Bayut,New,2026-06-07,Buyer_0321
LED0322,LST0072,AGT007,Priya Nair,Hamptons International,Townhouse,5,Khalifa City,Abu Dhabi,2091000.0,PropertyFinder,Lost,2026-03-26,Buyer_0322
LED0323,LST0180,AGT002,James Mitchell,Espace Real Estate,Townhouse,3,Al Reem Island,Abu Dhabi,4373000.0,Referral,Qualified,2026-05-28,Buyer_0323
LED0324,LST0127,AGT008,Tom Reynolds,Knight Frank,Penthouse,3,Emirates Hills,Dubai,5825000.0,Direct Call,New,2026-04-30,Buyer_0324
LED0325,LST0284,AGT001,Sarah Al Mansoori,Betterhomes,Townhouse,0,Al Nahda,Sharjah,3375000.0,Walk-in,Lost,2026-01-28,Buyer_0325
LED0326,LST0146,AGT003,Fatima Hassan,Allsopp & Allsopp,Studio,0,Jumeirah Village Circle,Dubai,1181000.0,PropertyFinder,Qualified,2026-05-11,Buyer_0326
LED0327,LST0266,AGT005,Emma Clarke,Dubizzle Property,Apartment,1,Al Nahda,Sharjah,938000.0,Walk-in,Lost,2026-05-15,Buyer_0327
LED0328,LST0201,AGT007,Priya Nair,Hamptons International,Penthouse,5,JBR,Dubai,4026000.0,Direct Call,New,2026-05-02,Buyer_0328
LED0329,LST0254,AGT008,Tom Reynolds,Knight Frank,Villa,4,Al Reem Island,Abu Dhabi,3424000.0,Referral,New,2026-05-02,Buyer_0329
LED0330,LST0256,AGT008,Tom Reynolds,Knight Frank,Penthouse,2,Al Maryah Island,Abu Dhabi,10392000.0,Walk-in,New,2026-02-17,Buyer_0330
LED0331,LST0007,AGT009,Aisha Al Zaabi,CBRE,Penthouse,0,Yas Island,Abu Dhabi,12245000.0,Direct Call,Qualified,2026-05-30,Buyer_0331
LED0332,LST0199,AGT009,Aisha Al Zaabi,CBRE,Townhouse,4,Khalifa City,Abu Dhabi,1453000.0,Walk-in,Converted,2026-03-31,Buyer_0332
